"","idmen","maxn"
"20315",2502178043310100,2
"20316",2502178044120100,2
"20317",2502178045130100,4
"20318",2502178051020100,4
"20319",2502178051650100,1
"20320",2502178051770100,1
"20321",2502178052310100,4
"20322",2502178053790100,1
"20323",2502178055140100,1
"20324",2502178057410100,2
"20325",2502178057530100,1
"20326",2502178057590100,4
"20327",2502178058220100,4
"20328",2502178059550100,1
"20329",2502178063150100,2
"20330",2502178064920100,3
"20331",2502178066630100,3
"20332",2502178067050100,3
"20333",2502178067860100,3
"20334",2502178073230100,4
"20335",2502178073230101,2
"20336",2502178075690100,4
"20337",2502178075690101,3
"20338",2502178078730100,2
"20339",2502178081230100,2
"20340",2502178082450100,4
"20341",2502178084110100,1
"20342",2502178086440100,2
"20343",2502178087500100,2
"20344",2502178088460100,1
"20345",2502178089680100,7
"20346",2502178091130100,1
"20347",2502178092030100,3
"20348",2502178093350100,4
"20349",2502178094390100,1
"20350",2502178095380100,1
"20351",2502178099390100,3
"20352",2502178099400100,4
"20353",2502178101420100,2
"20354",2502178102990100,2
"20355",2502178103840100,2
"20356",2502178106580100,3
"20357",2502178108800100,5
"20358",2502178112370100,4
"20359",2502178113300100,4
"20360",2502178114960100,5
"20361",2502178115750100,4
"20362",2502178118450100,5
"20363",2502178118640100,3
"20364",2502178118640101,3
"20365",2502178122000100,3
"20366",2502178122680100,4
"20367",2502178123980100,4
"20368",2502243001000100,4
"20369",2502243010270100,3
"20370",2502243011670100,2
"20371",2502243012180100,2
"20372",2502243013160100,3
"20373",2502243014970100,5
"20374",2502243014970101,2
"20375",2502243015750100,2
"20376",2502243016060100,3
"20377",2502243017070100,1
"20378",2502243017390100,1
"20379",2502243017600100,4
"20380",2502243018040100,2
"20381",2502243020060100,3
"20382",2502243020540100,4
"20383",2502243020540101,2
"20384",2502243020920100,6
"20385",2502243023470100,1
"20386",2502243023850100,1
"20387",2502243025180100,1
"20388",2502243026420100,2
"20389",2502243030630100,2
"20390",2502243032540100,5
"20391",2502243032540101,4
"20392",2502243032540102,2
"20393",2502243039370100,2
"20394",2502243039590100,2
"20395",2502243040950100,4
"20396",2502243042350100,1
"20397",2502243043310100,2
"20398",2502243044120100,3
"20399",2502243045130100,1
"20400",2502243051650100,2
"20401",2502243051650101,2
"20402",2502243051770100,2
"20403",2502243055140100,3
"20404",2502243057410100,3
"20405",2502243057590100,4
"20406",2502243058220100,2
"20407",2502243059260100,1
"20408",2502243059550100,2
"20409",2502243063150100,1
"20410",2502243064920100,3
"20411",2502243066630100,1
"20412",2502243067050100,3
"20413",2502243067860100,2
"20414",2502243073230100,1
"20415",2502243073510100,6
"20416",2502243073620100,1
"20417",2502243075690100,1
"20418",2502243078730100,2
"20419",2502243084110100,7
"20420",2502243088460100,3
"20421",2502243089680100,1
"20422",2502243091130100,2
"20423",2502243094370100,3
"20424",2502243095380100,2
"20425",2502243101420100,2
"20426",2502243101960100,2
"20427",2502243103840100,2
"20428",2502243106580100,1
"20429",2502243106930100,3
"20430",2502243106930101,3
"20431",2502243109060100,2
"20432",2502243110640100,4
"20433",2502243112370100,4
"20434",2502243113300100,3
"20435",2502243114960100,5
"20436",2502243114960101,3
"20437",2502243114960102,3
"20438",2502243115750100,7
"20439",2502243117610100,4
"20440",2502243118640100,1
"20441",2502243121140100,4
"20442",2502243122000100,5
"20443",2502243122680100,2
"20444",2502243124040100,7
"20445",2502243124060100,2
"20446",2502243125520100,1
"20447",2502243126670100,1
"20448",2502492011670100,2
"20449",2502492067860100,3
"20450",2502492102990100,2
"20451",2502682001000100,1
"20452",2502682011670100,1
"20453",2502682012930100,2
"20454",2502682013160100,2
"20455",2502682014970100,2
"20456",2502682015750100,1
"20457",2502682016060100,2
"20458",2502682017070100,2
"20459",2502682017390100,2
"20460",2502682017600100,4
"20461",2502682020060100,1
"20462",2502682020540100,2
"20463",2502682020920100,4
"20464",2502682023470100,1
"20465",2502682023850100,1
"20466",2502682025180100,1
"20467",2502682026420100,3
"20468",2502682026420101,4
"20469",2502682027210100,1
"20470",2502682031690100,1
"20471",2502682034710100,1
"20472",2502682039370100,1
"20473",2502682039590100,5
"20474",2502682040580100,2
"20475",2502682040950100,4
"20476",2502682042000100,1
"20477",2502682042350100,2
"20478",2502682044120100,4
"20479",2502682044120101,3
"20480",2502682051020100,3
"20481",2502682051650100,2
"20482",2502682051770100,2
"20483",2502682052310100,2
"20484",2502682053790100,4
"20485",2502682055140100,4
"20486",2502682055140101,1
"20487",2502682057530100,3
"20488",2502682057590100,7
"20489",2502682058220100,1
"20490",2502682063150100,1
"20491",2502682064920100,6
"20492",2502682067050100,1
"20493",2502682067860100,4
"20494",2502682073230100,3
"20495",2502682073230101,4
"20496",2502682073510100,4
"20497",2502682073620100,2
"20498",2502682075690100,1
"20499",2502682078730100,2
"20500",2502682081230100,3
"20501",2502682082030100,1
"20502",2502682082450100,1
"20503",2502682088460100,2
"20504",2502682089680100,2
"20505",2502682092030100,3
"20506",2502682095380100,1
"20507",2502682099390100,2
"20508",2502682102990100,1
"20509",2502682103840100,4
"20510",2502682106580100,1
"20511",2502682106930100,1
"20512",2502682109060100,4
"20513",2502682110640100,2
"20514",2502682113300100,1
"20515",2502682114960100,1
"20516",2502682115750100,2
"20517",2502682118450100,4
"20518",2502682118640100,1
"20519",2502682123980100,2
"20520",2502682125520100,1
"20521",2502738011670100,6
"20522",2502738012930100,4
"20523",2502738012930101,2
"20524",2502738012930102,1
"20525",2502738012930103,2
"20526",2502738013160100,1
"20527",2502738014970100,2
"20528",2502738017390100,2
"20529",2502738020060100,4
"20530",2502738020920100,3
"20531",2502738031690100,3
"20532",2502738032540100,4
"20533",2502738033220100,2
"20534",2502738051020100,2
"20535",2502738055140100,5
"20536",2502738067860100,3
"20537",2502738073620100,2
"20538",2502738075690100,3
"20539",2502738078730100,4
"20540",2502738078730101,2
"20541",2502738082030100,3
"20542",2502738089680100,1
"20543",2502738092030100,2
"20544",2502738094370100,1
"20545",2502738101420100,1
"20546",2502738101960100,2
"20547",2502738102990100,2
"20548",2502738106580100,4
"20549",2502738118450100,4
"20550",2502738121140100,2
"20551",2502738124060100,4
"20552",2502738124060101,2
"20553",2502738126670100,3
"20554",2502738126670101,1
"20555",2503194011670100,2
"20556",2503194013160100,1
"20557",2503194015750100,1
"20558",2503194017070100,2
"20559",2503194017390100,2
"20560",2503194017600100,3
"20561",2503194020060100,3
"20562",2503194020920100,2
"20563",2503194030630100,4
"20564",2503194031690100,3
"20565",2503194031690101,2
"20566",2503194032540100,2
"20567",2503194033220100,2
"20568",2503194034710100,3
"20569",2503194040580100,2
"20570",2503194043310100,4
"20571",2503194051020100,1
"20572",2503194055140100,1
"20573",2503194057410100,1
"20574",2503194067050100,2
"20575",2503194067860100,1
"20576",2503194073620100,3
"20577",2503194082450100,3
"20578",2503194089680100,2
"20579",2503194092030100,3
"20580",2503194094370100,2
"20581",2503194101960100,3
"20582",2503194101960101,2
"20583",2503194103840100,3
"20584",2503194106580100,1
"20585",2503194115750100,3
"20586",2503194115750101,2
"20587",2503194118450100,2
"20588",2503194124060100,2
"20589",2503194126670100,4
"20590",2503387001000100,1
"20591",2503387001240100,2
"20592",2503387010270100,1
"20593",2503387011670100,2
"20594",2503387012180100,2
"20595",2503387013160100,1
"20596",2503387014970100,2
"20597",2503387015750100,1
"20598",2503387016060100,2
"20599",2503387017390100,3
"20600",2503387017390101,3
"20601",2503387017600100,2
"20602",2503387020060100,6
"20603",2503387020540100,4
"20604",2503387020920100,3
"20605",2503387023470100,1
"20606",2503387023850100,2
"20607",2503387025180100,4
"20608",2503387031690100,1
"20609",2503387032540100,1
"20610",2503387034710100,5
"20611",2503387039590100,3
"20612",2503387040950100,4
"20613",2503387040950101,1
"20614",2503387042000100,2
"20615",2503387042350100,4
"20616",2503387043310100,2
"20617",2503387044120100,1
"20618",2503387045130100,2
"20619",2503387051020100,2
"20620",2503387051650100,1
"20621",2503387052310100,2
"20622",2503387053790100,4
"20623",2503387055140100,2
"20624",2503387057530100,2
"20625",2503387057590100,4
"20626",2503387058220100,2
"20627",2503387059260100,2
"20628",2503387059550100,2
"20629",2503387064920100,1
"20630",2503387066630100,1
"20631",2503387067050100,1
"20632",2503387067860100,2
"20633",2503387073230100,3
"20634",2503387073510100,4
"20635",2503387075690100,1
"20636",2503387081230100,2
"20637",2503387082450100,1
"20638",2503387087500100,1
"20639",2503387088460100,1
"20640",2503387089680100,5
"20641",2503387091130100,3
"20642",2503387092030100,2
"20643",2503387094370100,4
"20644",2503387095500100,2
"20645",2503387099390100,4
"20646",2503387101420100,6
"20647",2503387102990100,1
"20648",2503387104200100,6
"20649",2503387106580100,2
"20650",2503387106930100,1
"20651",2503387108800100,2
"20652",2503387109060100,4
"20653",2503387110640100,1
"20654",2503387112370100,4
"20655",2503387113300100,5
"20656",2503387114960100,3
"20657",2503387115750100,2
"20658",2503387118640100,1
"20659",2503387118740100,1
"20660",2503387124040100,3
"20661",2503387124060100,5
"20662",2503387125520100,1
"20663",2503387126670100,2
"20664",2503559001000100,3
"20665",2503559001240100,2
"20666",2503559010270100,3
"20667",2503559011670100,5
"20668",2503559012620100,4
"20669",2503559013160100,4
"20670",2503559014970100,2
"20671",2503559014970101,1
"20672",2503559016060100,1
"20673",2503559017070100,2
"20674",2503559017390100,4
"20675",2503559017600100,1
"20676",2503559018040100,4
"20677",2503559020060100,8
"20678",2503559020060101,1
"20679",2503559020540100,2
"20680",2503559020920100,2
"20681",2503559023470100,5
"20682",2503559023470101,2
"20683",2503559023470102,3
"20684",2503559023850100,1
"20685",2503559025180100,1
"20686",2503559026420100,2
"20687",2503559027210100,3
"20688",2503559027210101,1
"20689",2503559030630100,4
"20690",2503559034710100,2
"20691",2503559040580100,1
"20692",2503559042000100,1
"20693",2503559042350100,4
"20694",2503559043310100,2
"20695",2503559044120100,2
"20696",2503559051020100,4
"20697",2503559053790100,2
"20698",2503559055140100,1
"20699",2503559057410100,2
"20700",2503559059550100,5
"20701",2503559063150100,3
"20702",2503559063150101,1
"20703",2503559067860100,1
"20704",2503559082030100,3
"20705",2503559082450100,3
"20706",2503559082450101,5
"20707",2503559084110100,2
"20708",2503559086440100,3
"20709",2503559086440101,3
"20710",2503559088460100,4
"20711",2503559089680100,2
"20712",2503559092030100,1
"20713",2503559092030200,1
"20714",2503559094370100,4
"20715",2503559094370101,3
"20716",2503559094370102,3
"20717",2503559095380100,1
"20718",2503559095500100,3
"20719",2503559095500101,4
"20720",2503559095500200,3
"20721",2503559101960100,1
"20722",2503559102990100,2
"20723",2503559104200100,5
"20724",2503559104200101,2
"20725",2503559104200102,4
"20726",2503559106580100,4
"20727",2503559109060100,1
"20728",2503559113300100,2
"20729",2503559115750100,1
"20730",2503559117610100,5
"20731",2503559118450100,4
"20732",2503559118640200,1
"20733",2503559118740100,4
"20734",2503559121140100,6
"20735",2503559121140101,2
"20736",2503559121140102,2
"20737",2503559122680100,1
"20738",2503559123980100,2
"20739",2503559124040100,2
"20740",2503559126670100,2
"20741",2504661001240100,4
"20742",2504661001240101,3
"20743",2504661012180100,2
"20744",2504661012930100,2
"20745",2504661013160100,2
"20746",2504661015750100,1
"20747",2504661016060100,3
"20748",2504661017070100,2
"20749",2504661017390100,1
"20750",2504661017600100,2
"20751",2504661020540100,3
"20752",2504661020920100,5
"20753",2504661023850100,1
"20754",2504661027210100,2
"20755",2504661030630100,4
"20756",2504661032540100,3
"20757",2504661033220100,1
"20758",2504661034710100,2
"20759",2504661040950100,5
"20760",2504661040950101,2
"20761",2504661040950102,2
"20762",2504661042350100,1
"20763",2504661043310100,2
"20764",2504661051020100,1
"20765",2504661055140100,3
"20766",2504661057410100,2
"20767",2504661057590100,3
"20768",2504661058220100,3
"20769",2504661059550100,3
"20770",2504661067050100,4
"20771",2504661067860100,2
"20772",2504661073230100,4
"20773",2504661073620100,1
"20774",2504661078730100,4
"20775",2504661078730101,1
"20776",2504661082030100,4
"20777",2504661082030101,5
"20778",2504661082450100,1
"20779",2504661089680100,2
"20780",2504661094370100,1
"20781",2504661095500100,1
"20782",2504661099390100,2
"20783",2504661101420100,1
"20784",2504661101960100,3
"20785",2504661109060100,3
"20786",2504661113300100,2
"20787",2504661114960100,3
"20788",2504661115750100,4
"20789",2504661118450100,4
"20790",2504661118640100,2
"20791",2504661121140100,5
"20792",2504661124060100,2
"20793",2504661126670100,2
"20794",2505191001240100,2
"20795",2505191012180100,1
"20796",2505191013160100,2
"20797",2505191016060100,4
"20798",2505191017070100,1
"20799",2505191017390100,3
"20800",2505191017600100,3
"20801",2505191025180100,1
"20802",2505191026420100,3
"20803",2505191033220100,4
"20804",2505191040580100,5
"20805",2505191055140100,5
"20806",2505191057590100,2
"20807",2505191058220100,1
"20808",2505191067860100,2
"20809",2505191073620100,5
"20810",2505191075690100,4
"20811",2505191082030100,2
"20812",2505191082030101,1
"20813",2505191082450100,4
"20814",2505191094370100,2
"20815",2505191095500100,3
"20816",2505191102990100,1
"20817",2505191103840100,2
"20818",2505191106580100,5
"20819",2505191113300100,2
"20820",2505191113300101,1
"20821",2505191117610100,3
"20822",2505191121140100,2
"20823",2505191124060100,3
"20824",2505191126670100,1
"20825",2505459001000100,1
"20826",2505459001240100,1
"20827",2505459010270100,1
"20828",2505459011670100,4
"20829",2505459012180100,2
"20830",2505459012930100,1
"20831",2505459013160100,2
"20832",2505459014970100,2
"20833",2505459015750100,2
"20834",2505459016060100,3
"20835",2505459016060101,2
"20836",2505459017070100,2
"20837",2505459017600100,2
"20838",2505459018040100,7
"20839",2505459020060100,3
"20840",2505459020060101,1
"20841",2505459020060102,2
"20842",2505459020540100,1
"20843",2505459020920100,2
"20844",2505459020920101,1
"20845",2505459023470100,4
"20846",2505459023850100,1
"20847",2505459025180100,2
"20848",2505459026420100,2
"20849",2505459030630100,2
"20850",2505459031690100,4
"20851",2505459034710100,1
"20852",2505459039370100,4
"20853",2505459042000100,1
"20854",2505459042350100,3
"20855",2505459042350101,2
"20856",2505459045130100,1
"20857",2505459051020100,2
"20858",2505459051650100,4
"20859",2505459051650101,2
"20860",2505459051650102,1
"20861",2505459051770100,3
"20862",2505459052310100,2
"20863",2505459055140100,1
"20864",2505459057410100,2
"20865",2505459057530100,1
"20866",2505459057590100,3
"20867",2505459058220100,4
"20868",2505459059260100,1
"20869",2505459064920100,1
"20870",2505459066630100,2
"20871",2505459067050100,2
"20872",2505459067860100,4
"20873",2505459073230100,2
"20874",2505459073510100,1
"20875",2505459073620100,1
"20876",2505459075690100,2
"20877",2505459078730100,2
"20878",2505459081230100,1
"20879",2505459081230200,1
"20880",2505459082450100,4
"20881",2505459084110100,5
"20882",2505459088460100,3
"20883",2505459089680100,2
"20884",2505459095380100,3
"20885",2505459095380101,1
"20886",2505459099400100,4
"20887",2505459101420100,2
"20888",2505459102990100,3
"20889",2505459103840100,2
"20890",2505459104200100,4
"20891",2505459108800100,2
"20892",2505459112370100,2
"20893",2505459114960100,4
"20894",2505459114960101,1
"20895",2505459114960102,2
"20896",2505459115750100,3
"20897",2505459117610100,2
"20898",2505459118640100,4
"20899",2505459118740100,1
"20900",2505459121140100,4
"20901",2505459122000100,3
"20902",2505459124040100,2
"20903",2505459124060100,2
"20904",2505459125520100,1
"20905",2505459126670100,3
"20906",2505464012180100,1
"20907",2505464014970100,1
"20908",2505464017070100,4
"20909",2505464020540100,1
"20910",2505464020920100,6
"20911",2505464023470100,3
"20912",2505464025180100,2
"20913",2505464026420100,2
"20914",2505464027210100,1
"20915",2505464030630100,2
"20916",2505464032540100,1
"20917",2505464039370100,1
"20918",2505464039590100,3
"20919",2505464042000100,2
"20920",2505464042350100,2
"20921",2505464043310100,2
"20922",2505464051650100,2
"20923",2505464051770100,2
"20924",2505464052310100,1
"20925",2505464053790100,1
"20926",2505464055140100,4
"20927",2505464057530100,1
"20928",2505464057590100,2
"20929",2505464057590101,1
"20930",2505464059550100,3
"20931",2505464067860100,1
"20932",2505464073230100,1
"20933",2505464073510100,4
"20934",2505464073510101,1
"20935",2505464073620100,2
"20936",2505464075690100,3
"20937",2505464082030100,1
"20938",2505464084110100,1
"20939",2505464086440100,1
"20940",2505464091130100,4
"20941",2505464094370100,1
"20942",2505464095380100,2
"20943",2505464095500100,2
"20944",2505464099400100,1
"20945",2505464101420100,1
"20946",2505464101960100,1
"20947",2505464103840100,4
"20948",2505464104200100,2
"20949",2505464106930100,2
"20950",2505464109060100,5
"20951",2505464112370100,1
"20952",2505464113300100,1
"20953",2505464115750100,4
"20954",2505464121140100,4
"20955",2505464122000100,4
"20956",2505464122680100,4
"20957",2505464124040100,1
"20958",2506457010270100,4
"20959",2506457012180100,1
"20960",2506457012930100,2
"20961",2506457013160100,2
"20962",2506457015750100,3
"20963",2506457015750101,1
"20964",2506457016060100,2
"20965",2506457017070100,3
"20966",2506457017600100,2
"20967",2506457018040100,2
"20968",2506457020060100,1
"20969",2506457020540100,3
"20970",2506457020920100,4
"20971",2506457023470100,1
"20972",2506457023850100,1
"20973",2506457026420100,2
"20974",2506457026600100,3
"20975",2506457030630100,2
"20976",2506457032540100,3
"20977",2506457034710100,2
"20978",2506457040580100,1
"20979",2506457040950100,4
"20980",2506457042000100,1
"20981",2506457043310100,2
"20982",2506457044120100,4
"20983",2506457044120101,2
"20984",2506457047350100,3
"20985",2506457047350101,2
"20986",2506457051650100,1
"20987",2506457052310100,3
"20988",2506457052310101,2
"20989",2506457059260100,1
"20990",2506457060680100,5
"20991",2506457064920100,2
"20992",2506457067860100,4
"20993",2506457067860102,1
"20994",2506457075690100,4
"20995",2506457078730100,1
"20996",2506457081230100,2
"20997",2506457082030100,1
"20998",2506457084110100,5
"20999",2506457086440100,1
"21000",2506457089680100,4
"21001",2506457092030100,2
"21002",2506457094370100,1
"21003",2506457095380100,3
"21004",2506457095500100,1
"21005",2506457101960100,1
"21006",2506457104200100,2
"21007",2506457104200101,2
"21008",2506457106930100,1
"21009",2506457109060100,3
"21010",2506457113300100,4
"21011",2506457114960100,2
"21012",2506457117610100,5
"21013",2506457118450100,3
"21014",2506457118640100,1
"21015",2506457118740100,2
"21016",2506457121140100,7
"21017",2506457122000100,3
"21018",2506457122680100,2
"21019",2506457123980100,4
"21020",2506457124060100,2
"21021",2506457125520100,2
"21022",2506457126670100,3
"21023",2506477001000100,1
"21024",2506477001240100,3
"21025",2506477001240101,2
"21026",2506477010270100,2
"21027",2506477011670100,3
"21028",2506477011670101,2
"21029",2506477012180100,4
"21030",2506477012180101,3
"21031",2506477012620100,2
"21032",2506477012930100,4
"21033",2506477013160100,3
"21034",2506477014970100,5
"21035",2506477015750100,2
"21036",2506477016060100,2
"21037",2506477017070100,3
"21038",2506477017600100,1
"21039",2506477018040100,4
"21040",2506477020060100,1
"21041",2506477020920100,2
"21042",2506477023470100,5
"21043",2506477023470101,1
"21044",2506477023850100,1
"21045",2506477031690100,2
"21046",2506477032540100,2
"21047",2506477034710100,2
"21048",2506477039370100,1
"21049",2506477039590100,1
"21050",2506477040580100,2
"21051",2506477040950100,2
"21052",2506477042000100,1
"21053",2506477042350100,1
"21054",2506477042350200,1
"21055",2506477043310100,1
"21056",2506477044120100,2
"21057",2506477045130100,2
"21058",2506477051020100,1
"21059",2506477051650100,2
"21060",2506477051770100,6
"21061",2506477052310100,1
"21062",2506477055140100,1
"21063",2506477057530100,3
"21064",2506477057590100,4
"21065",2506477058220100,2
"21066",2506477059260100,2
"21067",2506477059550100,2
"21068",2506477063150100,2
"21069",2506477067050100,8
"21070",2506477067860100,2
"21071",2506477073620100,6
"21072",2506477075690100,2
"21073",2506477078730100,1
"21074",2506477082030100,3
"21075",2506477082450100,2
"21076",2506477084110100,3
"21077",2506477086440100,3
"21078",2506477087500100,5
"21079",2506477089680100,4
"21080",2506477091130100,1
"21081",2506477094370100,2
"21082",2506477095380100,2
"21083",2506477095500100,2
"21084",2506477095500101,1
"21085",2506477099390100,2
"21086",2506477099400100,4
"21087",2506477101960100,2
"21088",2506477102990100,2
"21089",2506477102990200,1
"21090",2506477103840100,4
"21091",2506477104200100,2
"21092",2506477106580100,3
"21093",2506477108800100,4
"21094",2506477109060100,2
"21095",2506477109060200,3
"21096",2506477110640100,4
"21097",2506477112370100,4
"21098",2506477113300100,4
"21099",2506477115750100,1
"21100",2506477117610100,2
"21101",2506477118450100,3
"21102",2506477118640100,2
"21103",2506477118740100,5
"21104",2506477121140100,3
"21105",2506477122000100,3
"21106",2506477122680100,4
"21107",2506477122680101,3
"21108",2506477122680102,3
"21109",2506477123980100,1
"21110",2506477124040100,2
"21111",2506477124060100,2
"21112",2506477125520100,6
"21113",2506477126670100,3
"21114",2506865001240100,5
"21115",2506865011670100,1
"21116",2506865012930100,1
"21117",2506865014970100,2
"21118",2506865015750100,4
"21119",2506865017390100,5
"21120",2506865018040100,3
"21121",2506865020060100,4
"21122",2506865020540100,1
"21123",2506865023850100,2
"21124",2506865026420100,4
"21125",2506865027210100,2
"21126",2506865032540100,4
"21127",2506865033220100,3
"21128",2506865034710100,2
"21129",2506865040950100,2
"21130",2506865042350100,6
"21131",2506865042350101,3
"21132",2506865042350102,1
"21133",2506865051020100,4
"21134",2506865055140100,4
"21135",2506865059550100,2
"21136",2506865063150100,1
"21137",2506865067050100,3
"21138",2506865067860100,4
"21139",2506865073230100,4
"21140",2506865073620100,2
"21141",2506865078730100,1
"21142",2506865082030100,1
"21143",2506865082450100,1
"21144",2506865088460100,1
"21145",2506865089680100,2
"21146",2506865094370100,3
"21147",2506865095500100,4
"21148",2506865099390100,4
"21149",2506865101420100,4
"21150",2506865101960100,2
"21151",2506865102990100,1
"21152",2506865103840100,4
"21153",2506865106580100,4
"21154",2506865109060100,3
"21155",2506865109060101,2
"21156",2506865113300100,1
"21157",2506865114960100,4
"21158",2506865115750100,2
"21159",2506865117610100,2
"21160",2506865118450100,3
"21161",2506865123980100,4
"21162",2506865124040100,1
"21163",2506865124060100,2
"21164",2506865125520100,1
"21165",2507759001000100,3
"21166",2507759001000101,3
"21167",2507759001240100,1
"21168",2507759010270100,1
"21169",2507759011670100,5
"21170",2507759012180100,2
"21171",2507759012930100,2
"21172",2507759013160100,4
"21173",2507759014970100,2
"21174",2507759016060100,1
"21175",2507759017070100,1
"21176",2507759017600100,3
"21177",2507759018040100,5
"21178",2507759020060100,4
"21179",2507759020920100,2
"21180",2507759020920101,2
"21181",2507759023470100,1
"21182",2507759023850100,6
"21183",2507759025180100,1
"21184",2507759027210100,4
"21185",2507759027210101,2
"21186",2507759030630100,2
"21187",2507759031690100,4
"21188",2507759032540100,3
"21189",2507759039370100,2
"21190",2507759039590100,7
"21191",2507759040580100,2
"21192",2507759040580101,2
"21193",2507759040950100,2
"21194",2507759042000100,5
"21195",2507759042350100,2
"21196",2507759044120100,2
"21197",2507759051020100,1
"21198",2507759051650100,3
"21199",2507759051770100,4
"21200",2507759052310100,2
"21201",2507759053790100,2
"21202",2507759055140100,2
"21203",2507759057410100,1
"21204",2507759059260100,5
"21205",2507759059550100,2
"21206",2507759063150100,1
"21207",2507759064920100,5
"21208",2507759064920101,2
"21209",2507759064920102,1
"21210",2507759064920103,2
"21211",2507759066630100,1
"21212",2507759073230100,2
"21213",2507759073510100,4
"21214",2507759073620100,2
"21215",2507759078730100,1
"21216",2507759081230100,1
"21217",2507759082030100,3
"21218",2507759082450100,2
"21219",2507759084110100,1
"21220",2507759086440100,2
"21221",2507759087500100,1
"21222",2507759088460100,4
"21223",2507759089680100,4
"21224",2507759091130100,2
"21225",2507759094370100,1
"21226",2507759095380100,3
"21227",2507759095500100,2
"21228",2507759099390100,3
"21229",2507759099400100,2
"21230",2507759102990100,3
"21231",2507759103840100,5
"21232",2507759106580100,1
"21233",2507759106930100,1
"21234",2507759108800100,4
"21235",2507759109060100,4
"21236",2507759109060101,1
"21237",2507759110640100,2
"21238",2507759113300100,4
"21239",2507759114960100,2
"21240",2507759115750100,2
"21241",2507759117610100,3
"21242",2507759118450100,1
"21243",2507759118740100,2
"21244",2507759121140100,2
"21245",2507759122000100,1
"21246",2507759122680100,3
"21247",2507759122680101,1
"21248",2507759123980100,1
"21249",2507759124040100,3
"21250",2507759124040101,2
"21251",2507759124060100,4
"21252",2507759124060101,3
"21253",2507759125520100,1
"21254",2507759126670100,5
"21255",2507764001240100,1
"21256",2507764011670100,2
"21257",2507764012930100,2
"21258",2507764013160100,3
"21259",2507764014970100,4
"21260",2507764014970102,2
"21261",2507764015750100,4
"21262",2507764017390100,1
"21263",2507764017600100,4
"21264",2507764017600101,2
"21265",2507764020540100,4
"21266",2507764020920100,2
"21267",2507764026420100,1
"21268",2507764034710100,4
"21269",2507764034710101,3
"21270",2507764040580100,3
"21271",2507764042350100,4
"21272",2507764042350101,4
"21273",2507764043310100,1
"21274",2507764051020100,4
"21275",2507764055140100,1
"21276",2507764057410100,1
"21277",2507764057590100,1
"21278",2507764058220100,2
"21279",2507764067860100,1
"21280",2507764073620100,1
"21281",2507764078730100,2
"21282",2507764082030100,6
"21283",2507764094370100,2
"21284",2507764099390100,2
"21285",2507764101420100,1
"21286",2507764101960100,1
"21287",2507764102990100,4
"21288",2507764106580100,2
"21289",2507764108800100,1
"21290",2507764113300100,2
"21291",2507764113300101,2
"21292",2507764113300102,1
"21293",2507764117610100,1
"21294",2507764118450100,2
"21295",2507764121140100,5
"21296",2507764124060100,2
"21297",2507764126670100,2
"21298",2507811001240100,2
"21299",2507811012180100,3
"21300",2507811012180101,2
"21301",2507811012930100,3
"21302",2507811013160100,3
"21303",2507811016060100,2
"21304",2507811017070100,2
"21305",2507811017390100,1
"21306",2507811020060100,4
"21307",2507811020540100,1
"21308",2507811020540200,1
"21309",2507811020920100,1
"21310",2507811023470100,1
"21311",2507811023850100,3
"21312",2507811025180100,2
"21313",2507811025180101,1
"21314",2507811027210100,2
"21315",2507811030630100,2
"21316",2507811031690100,2
"21317",2507811034710100,1
"21318",2507811039370100,3
"21319",2507811040950100,3
"21320",2507811043310100,4
"21321",2507811044120100,1
"21322",2507811045130100,3
"21323",2507811051650100,4
"21324",2507811051770100,2
"21325",2507811055140100,2
"21326",2507811057410100,1
"21327",2507811059550100,2
"21328",2507811064920100,4
"21329",2507811067050100,3
"21330",2507811067860100,1
"21331",2507811073230100,2
"21332",2507811073510100,2
"21333",2507811073620100,2
"21334",2507811081230100,2
"21335",2507811082030100,8
"21336",2507811082450100,9
"21337",2507811084110100,4
"21338",2507811087500100,4
"21339",2507811091130100,1
"21340",2507811094370100,4
"21341",2507811101420100,7
"21342",2507811101960100,3
"21343",2507811103840100,1
"21344",2507811106580100,5
"21345",2507811106930100,1
"21346",2507811110640100,4
"21347",2507811113300100,4
"21348",2507811114960100,2
"21349",2507811118450100,1
"21350",2507811118640100,2
"21351",2507811122000100,2
"21352",2507811123980100,5
"21353",2507811124060100,3
"21354",2507811125520100,3
"21355",2507811126670100,2
"21356",2507953001240100,2
"21357",2507953010270100,1
"21358",2507953012180100,2
"21359",2507953012620100,1
"21360",2507953013160100,1
"21361",2507953014970100,2
"21362",2507953016060100,1
"21363",2507953017070100,3
"21364",2507953017390100,2
"21365",2507953020060100,2
"21366",2507953020540100,2
"21367",2507953020920100,1
"21368",2507953023470100,2
"21369",2507953023850100,2
"21370",2507953025180100,5
"21371",2507953025180101,4
"21372",2507953026420100,2
"21373",2507953027210100,3
"21374",2507953031690100,2
"21375",2507953034710100,2
"21376",2507953040580100,4
"21377",2507953042350100,1
"21378",2507953043310100,2
"21379",2507953044120100,2
"21380",2507953057410100,1
"21381",2507953058220100,1
"21382",2507953059550100,3
"21383",2507953073230100,2
"21384",2507953075690100,1
"21385",2507953078730100,2
"21386",2507953082030100,1
"21387",2507953082450100,3
"21388",2507953086440100,2
"21389",2507953088460100,1
"21390",2507953089680100,4
