"","idmen","maxn"
"6981",1710308099400100,2
"6982",1710308101420100,2
"6983",1710308118640100,2
"6984",1710308125520100,2
"6985",1710370001000100,4
"6986",1710370001000101,1
"6987",1710370013160100,2
"6988",1710370034710100,1
"6989",1710370040950100,1
"6990",1710370057410100,2
"6991",1710370063150100,3
"6992",1710370099390100,4
"6993",1710370109060100,7
"6994",1710370112370100,2
"6995",1710370113300100,1
"6996",1710444016060100,2
"6997",1710444058220100,4
"6998",1710444078730100,3
"6999",1710444099400100,2
"7000",1710444118740100,1
"7001",1710444122000100,1
"7002",1710444124040100,2
"7003",1710532020540100,2
"7004",1710532030630100,2
"7005",1710532067860100,2
"7006",1710532075690100,1
"7007",1710532101960100,1
"7008",1710593012620100,2
"7009",1710593017600100,1
"7010",1710593023850100,1
"7011",1710593082450100,1
"7012",1710593094370100,5
"7013",1710593099390100,5
"7014",1710593099390101,2
"7015",1710593099400100,1
"7016",1710593108800100,5
"7017",1710593118450100,1
"7018",1710593118740100,5
"7019",1710677030630100,4
"7020",1710677064920100,4
"7021",1710677086440100,5
"7022",1710677123980100,3
"7023",1710766012620100,4
"7024",1710766012620101,2
"7025",1710766012930100,2
"7026",1710766012930200,1
"7027",1710766039370100,6
"7028",1710766051020100,2
"7029",1710766051770100,3
"7030",1710766053790100,5
"7031",1710766073620100,2
"7032",1710766103840100,2
"7033",1710766109060100,1
"7034",1710803001000100,2
"7035",1710803064920100,4
"7036",1710803064920101,2
"7037",1710803094370100,3
"7038",1710958001240100,1
"7039",1710958051650100,2
"7040",1710958059260100,1
"7041",1710958082030100,3
"7042",1710958082030101,2
"7043",1710958099400100,5
"7044",1710958103840100,1
"7045",1710958106580100,2
"7046",1710958114960100,4
"7047",1711107051770100,2
"7048",1711107057590100,2
"7049",1711107057590101,4
"7050",1711107067860100,5
"7051",1711107094370100,4
"7052",1711107103840100,3
"7053",1711107106930100,2
"7054",1711107125520100,4
"7055",1711109033220100,1
"7056",1711109042350100,5
"7057",1711109073230100,2
"7058",1711109106580100,3
"7059",1711109106580101,1
"7060",1711281014970100,1
"7061",1711281032540100,5
"7062",1711281040950100,5
"7063",1711281063150100,2
"7064",1711340014970100,2
"7065",1711340018040100,2
"7066",1711340020920100,1
"7067",1711340057590100,1
"7068",1711340095500100,5
"7069",1711340106930100,2
"7070",1711340121140100,3
"7071",1711340122680100,2
"7072",1711411015750100,1
"7073",1711411020540100,3
"7074",1711411020540101,1
"7075",1711411044120100,3
"7076",1711411057590100,5
"7077",1711411082030100,2
"7078",1711411091130100,3
"7079",1711411091130101,3
"7080",1711411092030100,3
"7081",1711411106580100,5
"7082",1711411109060100,1
"7083",1711500015750100,1
"7084",1711500055140100,1
"7085",1711500102990100,2
"7086",1711602010270100,2
"7087",1711602030630100,4
"7088",1711602032540100,1
"7089",1711602064920100,2
"7090",1711602073230100,2
"7091",1711602121140100,2
"7092",1711619039590100,3
"7093",1711619051650100,2
"7094",1711619059260100,1
"7095",1711619088460100,1
"7096",1711619124040100,2
"7097",1711635012930100,5
"7098",1711635023850100,4
"7099",1711635033220100,1
"7100",1711635051650100,5
"7101",1711635052310100,3
"7102",1711635055140100,3
"7103",1711635089680100,2
"7104",1711635092030100,1
"7105",1711760025180100,5
"7106",1711760031690100,2
"7107",1711760039370100,4
"7108",1711760042000100,1
"7109",1711760045130100,5
"7110",1711760051020100,1
"7111",1711760059550100,2
"7112",1711760073620100,2
"7113",1711760094370100,2
"7114",1711782051770100,4
"7115",1711782057530100,3
"7116",1711782089680100,2
"7117",1711782089680200,5
"7118",1711782112370100,1
"7119",1711782113300100,3
"7120",1711782117610100,1
"7121",1711914010270100,1
"7122",1711914012180100,2
"7123",1711914020540100,2
"7124",1711914044120100,1
"7125",1711914073510100,4
"7126",1711914078730100,2
"7127",1711914104200100,2
"7128",1711951020540100,3
"7129",1711951051650100,1
"7130",1711951059260100,1
"7131",1711951067050100,4
"7132",1711951067050101,1
"7133",1711951067050102,1
"7134",1711951073230100,4
"7135",1711951073510100,2
"7136",1711951073510101,1
"7137",1711951101420100,1
"7138",1711951110640100,5
"7139",1712232012180100,3
"7140",1712232014970100,2
"7141",1712232023470100,1
"7142",1712232025180100,1
"7143",1712232042000100,6
"7144",1712232051770100,5
"7145",1712232059550100,5
"7146",1712232082030100,5
"7147",1712232091130100,5
"7148",1712303020920100,2
"7149",1712303039590100,1
"7150",1712303057530100,1
"7151",1712303078730100,2
"7152",1712303113300100,5
"7153",1712303113300101,2
"7154",1712303124040100,3
"7155",1712323040580100,1
"7156",1712323045130100,4
"7157",1712323045130101,2
"7158",1712323082450100,4
"7159",1712323095500100,4
"7160",1712323106580100,3
"7161",1712323109060100,1
"7162",1712356013160100,1
"7163",1712356025180100,2
"7164",1712356042000100,1
"7165",1712356052310100,1
"7166",1712356055140100,4
"7167",1712356057410100,1
"7168",1712356092030100,3
"7169",1712356099390100,2
"7170",1712379018040100,3
"7171",1712379020540100,2
"7172",1712379044120100,1
"7173",1712379051020100,2
"7174",1712379073620100,2
"7175",1712379095500100,4
"7176",1712379122680100,5
"7177",1712380001000100,2
"7178",1712380015750100,5
"7179",1712380027210100,4
"7180",1712380027210200,1
"7181",1712380039590100,2
"7182",1712380040950100,1
"7183",1712380051770100,3
"7184",1712380058220100,3
"7185",1712380058220101,2
"7186",1712380082030100,4
"7187",1712380102990100,1
"7188",1712406017070100,2
"7189",1712406032540100,4
"7190",1712406053790100,5
"7191",1712406067050100,4
"7192",1712406081230100,3
"7193",1712406101420100,3
"7194",1712406109060100,5
"7195",1712406112370100,2
"7196",1712406114960100,2
"7197",1712466020920100,2
"7198",1712466055140100,2
"7199",1712466057410100,2
"7200",1712466125520100,4
"7201",1712477052310100,1
"7202",1712477053790100,3
"7203",1712477092030100,4
"7204",1712477095380100,4
"7205",1712477095380101,1
"7206",1712477095380102,2
"7207",1712477099400100,2
"7208",1712477104200100,3
"7209",1712477113300100,2
"7210",1712477118640100,6
"7211",1712477125520100,4
"7212",1712478010270100,4
"7213",1712478030630100,2
"7214",1712478059550100,2
"7215",1712478073620100,2
"7216",1712478091130100,2
"7217",1712478091130200,1
"7218",1712566001240100,1
"7219",1712566001240200,1
"7220",1712566032540100,6
"7221",1712566032540101,1
"7222",1712566045130100,2
"7223",1712566051770100,1
"7224",1712566067050100,1
"7225",1712566073510100,2
"7226",1712566122680100,1
"7227",1712566125520100,7
"7228",1712573020540100,3
"7229",1712573073230100,1
"7230",1712573081230100,2
"7231",1712573101960100,1
"7232",1712573106580100,5
"7233",1712573122000100,4
"7234",1800010017600100,4
"7235",1800010034710100,4
"7236",1800010034710101,2
"7237",1800010053790100,1
"7238",1800010081230100,3
"7239",1800010081230200,1
"7240",1800010104200100,1
"7241",1800010104200200,2
"7242",1800010109060100,1
"7243",1800010115750100,2
"7244",1800010117610100,1
"7245",1800020011670100,3
"7246",1800020016060100,2
"7247",1800020040580100,2
"7248",1800020064920100,5
"7249",1800020088460100,1
"7250",1800020110640100,2
"7251",1800020114960100,1
"7252",1800020118640100,1
"7253",1800149020540100,3
"7254",1800149020540101,2
"7255",1800149059260100,2
"7256",1800149095380100,1
"7257",1800149101960100,1
"7258",1800149102990100,3
"7259",1800149102990102,2
"7260",1800149102990200,2
"7261",1800149113300100,2
"7262",1800177010270100,3
"7263",1800177099400100,1
"7264",1800177109060100,1
"7265",1800177117610100,2
"7266",1800177117610200,1
"7267",1800177117610300,2
"7268",1800177118740100,1
"7269",1800177122000100,4
"7270",1800177123980100,3
"7271",1800177123980101,4
"7272",1800339013160100,2
"7273",1800339014970100,4
"7274",1800339015750100,2
"7275",1800339051770100,5
"7276",1800339064920100,4
"7277",1800339092030100,2
"7278",1800339109060100,2
"7279",1800339122000100,2
"7280",1800443020920100,1
"7281",1800443051650100,3
"7282",1800443053790100,6
"7283",1800443064920100,2
"7284",1800443102990100,1
"7285",1800443114960100,3
"7286",1800443114960101,3
"7287",1800493012620100,1
"7288",1800493020540100,1
"7289",1800493042350100,2
"7290",1800493055140100,2
"7291",1800493078730100,1
"7292",1800493086440100,3
"7293",1800496032540100,7
"7294",1800496032540101,6
"7295",1800496043310100,4
"7296",1800496064920100,1
"7297",1800496075690100,4
"7298",1800496084110100,1
"7299",1800496087500100,3
"7300",1800496088460100,1
"7301",1800528020060100,2
"7302",1800528031690100,3
"7303",1800528084110100,1
"7304",1800528092030100,4
"7305",1800528113300100,2
"7306",1800597015750100,1
"7307",1800597016060100,5
"7308",1800597034710100,1
"7309",1800597044120100,1
"7310",1800597067860100,2
"7311",1800597086440100,6
"7312",1800597109060100,4
"7313",1800597110640100,3
"7314",1800597117610100,2
"7315",1800612017600100,1
"7316",1800612023470100,1
"7317",1800612057530100,3
"7318",1800612075690100,2
"7319",1800612082030100,2
"7320",1800612088460100,2
"7321",1800612106580100,2
"7322",1800612114960100,2
"7323",1800612124060100,6
"7324",1800707012180100,5
"7325",1800707012620100,4
"7326",1800707012620101,2
"7327",1800707031690100,4
"7328",1800707031690101,1
"7329",1800707040580100,4
"7330",1800707043310100,1
"7331",1800707052310100,4
"7332",1800707087500100,2
"7333",1800707104200100,5
"7334",1800707118740100,2
"7335",1800707122000100,1
"7336",1800742015750100,3
"7337",1800742017070100,2
"7338",1800742017070101,1
"7339",1800742057590100,4
"7340",1800742063150100,4
"7341",1800742103840100,5
"7342",1800742118640100,1
"7343",1800742121140100,1
"7344",1800772001000100,2
"7345",1800772017390100,1
"7346",1800772018040100,3
"7347",1800772020920100,4
"7348",1800772026420100,2
"7349",1800772051650100,3
"7350",1800772058220100,6
"7351",1800772067860100,4
"7352",1800772067860101,2
"7353",1800772109060100,1
"7354",1800772123980100,1
"7355",1800817011670100,3
"7356",1800817043310100,1
"7357",1800817073510100,2
"7358",1800817078730100,2
"7359",1800817079230100,1
"7360",1800817095380100,2
"7361",1800817119630100,4
"7362",1800817122000100,1
"7363",1800820057590100,6
"7364",1800820058220100,1
"7365",1800820122680100,1
"7366",1800896027210100,1
"7367",1800896034710100,3
"7368",1800896040950100,4
"7369",1800896053790100,2
"7370",1800896063150100,1
"7371",1800896082030100,1
"7372",1800896082450100,2
"7373",1800896102990100,2
"7374",1800896117610100,2
"7375",1800898017070100,1
"7376",1800898032540100,2
"7377",1800898040950100,4
"7378",1800898043310100,4
"7379",1800898043310101,1
"7380",1800898058220100,1
"7381",1800898059260100,1
"7382",1800898059550100,2
"7383",1800913001000100,4
"7384",1800913026420100,2
"7385",1800913099400100,2
"7386",1800913101960100,2
"7387",1800913106930100,4
"7388",1800913108800100,1
"7389",1800913117610100,3
"7390",1800913124060100,4
"7391",1801013017600100,2
"7392",1801013030630100,4
"7393",1801013034710100,4
"7394",1801013039370100,2
"7395",1801013044120100,5
"7396",1801013095380100,3
"7397",1801013115750100,1
"7398",1801042016060100,4
"7399",1801042025180100,3
"7400",1801042039590100,2
"7401",1801042042000100,2
"7402",1801042051770100,1
"7403",1801042058220100,2
"7404",1801042104200100,2
"7405",1801042106930100,4
"7406",1801042106930102,1
"7407",1801042115750100,2
"7408",1801042125520100,2
"7409",1801181057530100,2
"7410",1801181064920100,2
"7411",1801181073230100,1
"7412",1801181082030100,1
"7413",1801181124040100,2
"7414",1801386023850100,1
"7415",1801386051650100,1
"7416",1801386055140100,2
"7417",1801386059260100,5
"7418",1801386078730100,1
"7419",1801386092030100,4
"7420",1801386102990100,1
"7421",1801483020060100,3
"7422",1801483020060101,3
"7423",1801483020540100,2
"7424",1801483027210100,6
"7425",1801483042350100,1
"7426",1801483051650100,5
"7427",1801483052310100,1
"7428",1801483058220100,6
"7429",1801483095380100,5
"7430",1801483099390100,1
"7431",1801483108800100,2
"7432",1801497001240100,4
"7433",1801497040950100,4
"7434",1801497104200100,5
"7435",1801575011670100,1
"7436",1801575042000100,1
"7437",1801575057410100,1
"7438",1801575059550100,1
"7439",1801575110640100,1
"7440",1801580017390100,4
"7441",1801580017390102,1
"7442",1801580020060100,2
"7443",1801580020060101,2
"7444",1801580023850100,4
"7445",1801580052310100,5
"7446",1801580067050100,2
"7447",1801580075690100,6
"7448",1801580087500100,2
"7449",1801607016060100,2
"7450",1801607031690100,3
"7451",1801607055140100,6
"7452",1801607066630100,1
"7453",1801607095500100,2
"7454",1801607102990100,2
"7455",1801686012930100,5
"7456",1801686020060100,4
"7457",1801686023850100,2
"7458",1801686023850200,2
"7459",1801686059260100,1
"7460",1801686066630100,4
"7461",1801686092030100,4
"7462",1801728001240100,2
"7463",1801728013160100,1
"7464",1801728014970100,1
"7465",1801728042000100,2
"7466",1801728044120100,3
"7467",1801728052310100,3
"7468",1801728057410100,2
"7469",1801728067050100,2
"7470",1801728087500100,4
"7471",1801728125520100,2
"7472",1801746057410100,2
"7473",1801746101960100,2
"7474",1801787012930100,4
"7475",1801787012930101,2
"7476",1801787030630100,4
"7477",1801787086440100,5
"7478",1801787091130100,3
"7479",1801787118450100,4
"7480",1801787124060100,4
"7481",1802178017390100,4
"7482",1802178040580100,4
"7483",1802178059550100,5
"7484",1802178082450100,5
"7485",1802178086440100,2
"7486",1802178112370100,6
"7487",1802178113300100,4
"7488",1802178118450100,6
"7489",1802178118740100,5
"7490",1802178118740101,3
"7491",1802178123980100,4
"7492",1802243027210100,4
"7493",1802243027210200,1
"7494",1802243082030100,2
"7495",1802243082450100,1
"7496",1802243086440100,2
"7497",1802243086440101,1
"7498",1802243108800100,2
"7499",1802243109060100,1
"7500",1802243117610100,2
"7501",1802243118640100,3
"7502",1802264012620100,2
"7503",1802264034710100,1
"7504",1802264057410100,2
"7505",1802264082450100,1
"7506",1802264086440100,2
"7507",1802264103840100,1
"7508",1802264117610100,2
"7509",1802363012930100,3
"7510",1802363014970100,1
"7511",1802363018040100,1
"7512",1802363040580100,2
"7513",1802363067050100,4
"7514",1802363067050101,1
"7515",1802363095500100,3
"7516",1802363113300100,4
"7517",1802363122680100,1
"7518",1802492001240100,2
"7519",1802492039370100,3
"7520",1802492044120100,4
"7521",1802492051650100,2
"7522",1802492066630100,4
"7523",1802492073230100,5
"7524",1802492073230101,1
"7525",1802492073230102,2
"7526",1802492082450100,4
"7527",1802603001000100,2
"7528",1802603017390100,2
"7529",1802603027210100,5
"7530",1802603122000100,3
"7531",1802633073620100,2
"7532",1802651011670100,4
"7533",1802682032540100,2
"7534",1802682045130100,2
"7535",1802682053790100,4
"7536",1802682059550100,2
"7537",1802682088460100,6
"7538",1802682088460200,1
"7539",1802682126670100,3
"7540",1802738012930100,1
"7541",1802738023850100,1
"7542",1802738030630100,2
"7543",1802738051650100,2
"7544",1802738059260100,1
"7545",1802738118450100,4
"7546",1802827001000100,2
"7547",1802827088460100,1
"7548",1802827102990100,5
"7549",1802827102990101,4
"7550",1802827106580100,2
"7551",1802827125520100,4
"7552",1802837020060100,2
"7553",1802837067050100,1
"7554",1802837084110100,2
"7555",1802837101420100,1
"7556",1802837112370100,2
"7557",1802837118640100,2
"7558",1802839015750100,1
"7559",1802839027210100,2
"7560",1802839039590100,1
"7561",1802839057590100,4
"7562",1802839059260100,5
"7563",1802839059550100,6
"7564",1802839088460100,1
"7565",1802839091130100,4
"7566",1802839099390100,3
"7567",1802839126670100,4
"7568",1802969102990100,4
"7569",1803194051020100,1
"7570",1803194051770100,2
"7571",1803194091130100,3
"7572",1803194095380100,2
"7573",1803194121140100,3
"7574",1803194125520100,1
"7575",1803298001240100,2
"7576",1803298018040100,3
"7577",1803298026420100,1
"7578",1803298082450100,3
"7579",1803298082450200,1
"7580",1803298095500100,1
"7581",1803298099400100,3
"7582",1803298099400101,2
"7583",1803298101420100,5
"7584",1803298106930100,3
"7585",1803298122680100,1
"7586",1803387011670100,1
"7587",1803387012180100,1
"7588",1803387051650100,1
"7589",1803387059260100,1
"7590",1803387082030100,2
"7591",1803387095500100,2
"7592",1803387110640100,6
"7593",1803387123980100,1
"7594",1803431001240100,4
"7595",1803431001240101,1
"7596",1803431013160100,1
"7597",1803431014970100,5
"7598",1803431014970102,2
"7599",1803431017070100,3
"7600",1803431020060100,4
"7601",1803431066630100,1
"7602",1803431089680100,4
"7603",1803516031690100,2
"7604",1803516095500100,2
"7605",1803516099400100,3
"7606",1803516099400101,3
"7607",1803516108800100,1
"7608",1803516122000100,2
"7609",1803516122680100,5
"7610",1803516124040100,2
"7611",1803516126670100,5
"7612",1803518013160100,2
"7613",1803518018040100,1
"7614",1803518031690100,2
"7615",1803518101960100,1
"7616",1803559011670100,2
"7617",1803559020920100,2
"7618",1803559095380100,3
"7619",1803559103840100,2
"7620",1803559106930100,3
"7621",1803559118740100,3
"7622",1803663033220100,2
"7623",1803747124060100,3
"7624",1803868012180100,4
"7625",1803868043310100,2
"7626",1803868084110100,4
"7627",1803868114960100,5
"7628",1803868114960101,1
"7629",1803933051020100,3
"7630",1803933057530100,1
"7631",1803933081230100,2
"7632",1803933094370100,2
"7633",1803933095380100,2
"7634",1803933121140100,4
"7635",1803974013160100,2
"7636",1803974023470100,3
"7637",1803974023850100,6
"7638",1803974057410100,3
"7639",1803974059260100,2
"7640",1803986017390100,5
"7641",1803986078730100,2
"7642",1803986082030100,1
"7643",1803986103840100,4
"7644",1803986121140100,1
"7645",1804014033220100,1
"7646",1804014051650100,1
"7647",1804014101960100,2
"7648",1804014122680100,4
"7649",1804014124060100,1
"7650",1804021010270100,3
"7651",1804021012930100,4
"7652",1804021020060100,6
"7653",1804021042000100,2
"7654",1804021055140100,4
"7655",1804021059260100,4
"7656",1804021073510100,3
"7657",1804021081230100,3
"7658",1804021091130100,3
"7659",1804021092030100,2
"7660",1804135001000100,1
"7661",1804135015750100,2
"7662",1804135020060100,3
"7663",1804135055140100,4
"7664",1804135110640100,3
"7665",1804135118640100,2
"7666",1804199012180100,2
"7667",1804199033220100,3
"7668",1804199040580100,2
"7669",1804199051020100,2
"7670",1804199075690100,1
"7671",1804199088460100,1
"7672",1804363031690100,3
"7673",1804363032540100,5
"7674",1804363032540101,2
"7675",1804363075690100,2
"7676",1804363088460100,4
"7677",1804363091130100,1
"7678",1804363113300100,2
"7679",1804363114960100,10
"7680",1804363126670100,2
"7681",1804411017600100,2
"7682",1804411026420100,1
"7683",1804411045130100,3
"7684",1804411073230100,1
"7685",1804411122000100,2
"7686",1804495020920100,2
"7687",1804495026420100,6
"7688",1804495027210100,2
"7689",1804495034710100,4
"7690",1804495040950100,3
"7691",1804495040950101,1
"7692",1804495045130100,5
"7693",1804495099390100,1
"7694",1804495108800100,2
"7695",1804495124060100,4
"7696",1804532018040100,3
"7697",1804532033220100,2
"7698",1804532042350100,3
"7699",1804532042350101,1
"7700",1804532084110100,2
"7701",1804532118450100,4
"7702",1804532118740100,1
"7703",1804532122680100,2
"7704",1804532123980100,1
"7705",1804644012080100,2
"7706",1804644012930100,4
"7707",1804644031690100,5
"7708",1804644040950100,1
"7709",1804644043310100,5
"7710",1804644059260100,5
"7711",1804644087970100,2
"7712",1804644089680100,9
"7713",1804644095380100,4
"7714",1804644102230100,2
"7715",1804644106930100,9
"7716",1804644106930101,3
"7717",1804644115750100,1
"7718",1804661027210100,3
"7719",1804661040580100,1
"7720",1804661040950100,3
"7721",1804661053790100,1
"7722",1804661092030100,2
"7723",1804661099390100,3
"7724",1804661112370100,5
"7725",1804725018040100,2
"7726",1804725066630100,4
"7727",1804725115750100,2
"7728",1804725122680100,5
"7729",1804796082030100,2
"7730",1804796089680100,3
"7731",1804796092030100,5
"7732",1804796099400100,2
"7733",1804796112370100,1
"7734",1804796118740100,2
"7735",1804796122000100,2
"7736",1804833018040100,2
"7737",1804833020540100,3
"7738",1804833051650100,1
"7739",1804833057530100,3
"7740",1804833067050100,4
"7741",1804833067860100,1
"7742",1804833082030100,2
"7743",1804833092030100,1
"7744",1804833101420100,2
"7745",1804833106930100,2
"7746",1804833118640100,2
"7747",1804833123980100,7
"7748",1804850012180100,3
"7749",1804850012180101,2
"7750",1804850020540100,1
"7751",1804850023850100,4
"7752",1804850031690100,1
"7753",1804850039370100,3
"7754",1804850044120100,2
"7755",1804850045130100,2
"7756",1804850058220100,4
"7757",1804850058220101,2
"7758",1804850067860100,2
"7759",1804850095380100,6
"7760",1804850123980100,3
"7761",1804958014970100,1
"7762",1804958018040100,2
"7763",1804958027210100,1
"7764",1804958045130100,3
"7765",1804958067050100,1
"7766",1804958073620100,3
"7767",1804958122680100,2
"7768",1805191017070100,2
"7769",1805191025180100,6
"7770",1805191039590100,2
"7771",1805191040580100,4
"7772",1805191051650100,3
"7773",1805191051650101,5
"7774",1805191057590100,2
"7775",1805459012930100,2
"7776",1805459013160100,2
"7777",1805459023470100,5
"7778",1805459023850100,4
"7779",1805459040580100,4
"7780",1805459082450100,4
"7781",1805459091130100,2
"7782",1805459094370100,2
"7783",1805464016060100,2
"7784",1805464023470100,1
"7785",1805464034710100,1
"7786",1805464104200100,1
"7787",1805464109060100,1
"7788",1805464115750100,2
"7789",1805464117610100,4
"7790",1805537017070100,3
"7791",1805537052310100,3
"7792",1805537057410100,1
"7793",1805537095380100,1
"7794",1805537106580100,3
"7795",1805537124060100,4
"7796",1805579051020100,4
"7797",1805579057530100,3
"7798",1805579057590100,5
"7799",1805579112370100,4
"7800",1805579124040100,4
"7801",1805685011670100,3
"7802",1805685011670200,2
"7803",1805685084110100,3
"7804",1805685095380100,2
"7805",1805685124060100,5
"7806",1805685125520100,4
"7807",1805686017600100,2
"7808",1805686026420100,1
"7809",1805686033220100,3
"7810",1805686040950100,1
"7811",1805686101420100,1
"7812",1806083027210100,5
"7813",1806083055140100,1
"7814",1806083118740100,2
"7815",1806083122680100,2
"7816",1806083123980100,5
"7817",1806124012180100,2
"7818",1806124031690100,1
"7819",1806124053790100,1
"7820",1806124063150100,1
"7821",1806124075690100,5
"7822",1806124094370100,1
"7823",1806124126670100,5
"7824",1806457012930100,5
"7825",1806457012930200,2
"7826",1806457040950100,2
"7827",1806457051020100,1
"7828",1806457053790100,2
"7829",1806457063150100,4
"7830",1806457075690100,3
"7831",1806457081230100,4
"7832",1806457106580100,3
"7833",1806477025180100,1
"7834",1806477057530100,2
"7835",1806477073510100,2
"7836",1806477118450100,2
"7837",1806477123980100,2
"7838",1806791001240100,2
"7839",1806791020540100,1
"7840",1806791023470100,4
"7841",1806791067860100,2
"7842",1806791073230100,1
"7843",1806791087500100,2
"7844",1806791099400100,4
"7845",1806791101960100,4
"7846",1806791101960101,1
"7847",1806791106580100,5
"7848",1806791124060100,1
"7849",1806865043310100,1
"7850",1806865087500100,3
"7851",1806865114960100,2
"7852",1806865122000100,2
"7853",1806947001240100,2
"7854",1806947012620100,3
"7855",1806947017600100,5
"7856",1806947020920100,2
"7857",1806947031690100,2
"7858",1806947059260100,1
"7859",1806947073620100,2
"7860",1806947082450100,4
"7861",1806947082450101,1
"7862",1806947106580100,2
"7863",1806947118640100,3
"7864",1806947118640101,2
"7865",1806947122000100,1
"7866",1807144010270100,1
"7867",1807144067860100,2
"7868",1807144073510100,5
"7869",1807144113300100,1
"7870",1807144124040100,1
"7871",1807480033220100,4
"7872",1807480078730100,2
"7873",1807480082030100,3
"7874",1807480092030100,3
"7875",1807610115750100,4
"7876",1807670020920100,3
"7877",1807670042350100,4
"7878",1807670066630100,3
"7879",1807670118640100,3
"7880",1807759001240100,2
"7881",1807759030630100,4
"7882",1807759051770100,3
"7883",1807759073620100,2
"7884",1807759091130100,5
"7885",1807759091130101,1
"7886",1807759094370100,4
"7887",1807759095380100,5
"7888",1807759126670100,1
"7889",1807764039370100,2
"7890",1807764042350100,4
"7891",1807764058220100,2
"7892",1807764059260100,5
"7893",1807764122680100,4
"7894",1807811058220100,1
"7895",1807811081230100,2
"7896",1807811099390100,2
"7897",1807833052310100,6
"7898",1807833052310101,2
"7899",1807833052310200,3
"7900",1807833055140100,2
"7901",1807833057410100,4
"7902",1807833075690100,3
"7903",1807833092030100,5
"7904",1807833099390100,2
"7905",1807833108800100,5
"7906",1807833108800101,2
"7907",1807833114960100,1
"7908",1807833122680100,3
"7909",1807839011670100,3
"7910",1807839051650100,2
"7911",1807839051650200,1
"7912",1807839059260100,2
"7913",1807839110640100,2
"7914",1807839110640200,2
"7915",1807839118450100,3
"7916",1807886040580100,3
"7917",1807886040580101,2
"7918",1807886051650100,2
"7919",1807886059260100,1
"7920",1807886103840100,4
"7921",1807953023470100,2
"7922",1807953051770100,2
"7923",1807953057410100,2
"7924",1807953103840100,2
"7925",1807953104200100,4
"7926",1807953118450100,1
"7927",1807953121140100,5
"7928",1807953121140101,3
"7929",1807953121140102,4
"7930",1807980001000100,1
"7931",1807980012930100,3
"7932",1807980015750100,1
"7933",1807980040950100,4
"7934",1807980051650100,5
"7935",1807980051650101,2
"7936",1807980123980100,4
"7937",1807989011670100,2
"7938",1807989017070100,3
"7939",1807989057410100,2
"7940",1808001023850100,1
"7941",1808001040580100,2
"7942",1808001064920100,2
"7943",1808001078730100,3
"7944",1808001102990100,1
"7945",1808001121140100,4
"7946",1808001121140101,7
"7947",1808044012930100,2
"7948",1808044020920100,2
"7949",1808044026420100,1
"7950",1808044033220100,2
"7951",1808044123980100,4
"7952",1808045001240100,3
"7953",1808045016060100,4
"7954",1808045017390100,3
"7955",1808045073620100,5
"7956",1808045094370100,5
"7957",1808045099400100,4
"7958",1808045122000100,3
"7959",1808080032540100,1
"7960",1808080053790100,2
"7961",1808080057530100,2
"7962",1808080057530101,2
"7963",1808080073510100,1
"7964",1808080087500100,2
"7965",1808080095380100,2
"7966",1808080095500100,3
"7967",1808080099390100,2
"7968",1808080101960100,4
"7969",1808080101960101,2
"7970",1808087011670100,1
"7971",1808087020060100,2
"7972",1808087020060101,5
"7973",1808087023850100,4
"7974",1808087039590100,4
"7975",1808087057410100,2
"7976",1808087126670100,5
"7977",1808112027210100,2
"7978",1808112033220100,2
"7979",1808112042350100,4
"7980",1808112053790100,3
"7981",1808112058220100,2
"7982",1808112089680100,1
"7983",1808112099390100,2
"7984",1808112104200100,2
"7985",1808112123980100,2
"7986",1808116020540100,5
"7987",1808116026420100,4
"7988",1808116026420101,2
"7989",1808116051650100,1
"7990",1808116055140100,3
"7991",1808116055140101,2
"7992",1808116055140102,2
"7993",1808116087500100,2
"7994",1808116087500101,1
"7995",1808116089680100,3
"7996",1808160030630100,3
"7997",1808160031690100,5
"7998",1808160042350100,2
"7999",1808160057410100,2
"8000",1808160057530100,3
"8001",1808160064920100,2
"8002",1808160084110100,1
"8003",1808160102990100,2
"8004",1808160113300100,5
"8005",1808160124040100,1
"8006",1808163015750100,5
"8007",1808260017390100,1
"8008",1808260051770100,7
"8009",1808260051770101,1
"8010",1808260051770102,3
"8011",1808260067860100,1
"8012",1808260078730100,2
"8013",1808260091130100,1
"8014",1808260101420100,2
"8015",1808260101420101,3
"8016",1808260101960100,1
"8017",1808260106580100,4
"8018",1808260118640100,3
"8019",1808471032540100,3
"8020",1808471042000100,4
"8021",1808471043310100,2
"8022",1808471059550100,4
"8023",1808471066630100,3
"8024",1808484016060100,2
"8025",1808484017600100,4
"8026",1808484039370100,2
"8027",1808484040950100,2
"8028",1808484042350100,1
"8029",1808484045130100,1
"8030",1808484058220100,2
"8031",1808484099390100,1
"8032",1808484122680100,4
"8033",1808566043310100,2
"8034",1808566053790100,2
"8035",1808566057590100,1
"8036",1808566118740100,2
"8037",1808566121140100,1
"8038",1808566122000100,8
"8039",1808566124040100,1
"8040",1808566126670100,5
"8041",1808632015750100,2
"8042",1808632030630100,5
"8043",1808632082030100,2
"8044",1808632102990100,2
"8045",1808632106580100,1
"8046",1808819015750100,2
"8047",1808819053790100,2
"8048",1809201001000100,1
"8049",1809201012620100,4
"8050",1809201020540100,5
"8051",1809201020540101,4
"8052",1809201020540102,2
"8053",1809201073620100,4
"8054",1809201075690100,6
"8055",1809201086440100,8
"8056",1809201113300100,1
